Light,Nitrate,Iron,Phosphate,Temperature,pH,CO2,Population
1111.36,6.21,0.15,0.03,20.3,7.84,4.88,4757.95
2002.92,6.29,0.12,0.17,25.37,7.53,2.04,0.0
2002.82,4.38,0.17,0.12,21.63,7.1,7.51,0.0
499.38,4.55,0.08,0.13,12.62,7.18,8.49,3208.3
303.96,2.07,0.16,0.17,11.04,7.53,5.02,1996.87
161.24,4.41,0.08,0.06,23.84,7.72,9.07,1271.82
1496.58,1.83,0.01,0.05,28.02,7.93,7.97,3377.14
1811.72,3.64,0.16,0.17,15.35,7.87,9.67,1927.56
1040.48,3.36,0.11,0.16,26.79,7.0,8.59,4261.45
1046.63,6.68,0.13,0.1,28.8,7.87,8.7,5180.02
1312.29,6.37,0.08,0.18,23.78,7.42,5.03,4748.85
1459.63,5.46,0.1,0.12,11.31,7.74,2.43,3810.55
1735.08,3.25,0.19,0.15,11.91,7.57,7.6,2001.81
1355.89,6.5,0.13,0.11,13.13,7.46,5.9,4132.13
453.33,2.16,0.17,0.14,10.78,7.72,7.93,2635.54
252.23,3.67,0.02,0.18,13.97,7.79,3.08,1984.65
358.16,3.7,0.17,0.03,11.16,7.85,7.7,2924.9
1129.01,5.54,0.01,0.18,19.42,7.3,3.32,4642.54
537.18,5.95,0.1,0.16,27.31,7.37,4.71,3120.92
1012.75,2.47,0.1,0.16,19.37,7.23,8.7,5067.85
1481.66,3.52,0.08,0.02,26.06,7.56,8.96,3822.5
189.55,2.93,0.13,0.15,16.69,7.89,2.41,1109.89
1211.4,5.59,0.05,0.13,26.38,7.34,4.69,5071.4
1607.44,4.99,0.03,0.14,11.33,7.35,2.04,3162.14
938.72,2.32,0.04,0.06,26.45,7.88,3.78,4263.06
1791.16,6.54,0.12,0.19,17.36,7.39,4.02,2101.3
860.53,7.14,0.01,0.14,15.53,7.83,7.79,4551.18
1724.65,2.98,0.19,0.04,29.37,7.44,9.39,2464.42
1925.42,6.21,0.03,0.13,28.16,7.34,7.28,221.23
979.83,1.45,0.01,0.14,14.62,7.3,6.84,5091.75
145.01,3.29,0.06,0.11,12.86,7.47,2.77,686.79
1156.74,2.71,0.16,0.09,14.24,7.85,6.52,5084.79
1476.87,2.46,0.14,0.04,17.6,7.92,9.24,3521.31
706.32,6.42,0.11,0.09,18.74,7.13,9.5,4598.83
1115.84,2.53,0.16,0.05,26.0,7.74,8.16,4721.6
377.37,4.46,0.07,0.12,14.09,7.35,4.37,2943.13
165.4,1.71,0.16,0.11,19.13,7.58,7.82,798.83
199.91,5.08,0.15,0.05,25.95,7.73,9.44,1433.73
935.72,7.67,0.07,0.04,18.92,7.5,4.53,4653.61
1839.65,2.68,0.03,0.12,24.25,7.16,8.79,1902.69
1238.77,3.33,0.11,0.03,16.6,7.04,3.72,4298.1
530.17,6.44,0.12,0.07,22.35,7.68,3.4,3592.97
568.74,7.1,0.16,0.17,24.34,7.68,5.44,3275.47
1949.86,2.98,0.05,0.06,25.06,7.27,7.8,402.81
1073.44,4.43,0.09,0.15,26.85,7.58,4.47,4353.47
908.36,6.55,0.09,0.02,17.65,7.16,2.5,4926.78
1353.81,5.19,0.01,0.04,27.5,7.48,7.21,4045.8
1440.81,6.64,0.07,0.05,27.83,7.83,8.33,4292.47
443.14,4.68,0.08,0.14,23.59,7.5,6.4,3473.55
1776.04,6.33,0.13,0.08,12.28,7.92,6.45,1471.36
1870.64,6.46,0.17,0.13,16.89,7.0,6.89,1528.33
692.93,3.78,0.14,0.17,26.04,7.81,4.54,4594.92
1969.13,7.86,0.07,0.13,28.36,7.06,3.94,487.0
585.2,4.83,0.2,0.15,15.66,7.46,8.71,4247.69
1559.09,6.2,0.11,0.17,17.29,7.04,3.57,3821.44
1870.85,7.74,0.14,0.02,23.13,7.58,7.41,1273.49
330.95,5.86,0.17,0.14,29.49,7.22,5.11,2713.59
1137.41,2.46,0.11,0.19,13.02,7.91,9.01,5102.58
905.5,3.49,0.13,0.15,29.09,7.5,9.41,4856.07
1567.9,2.1,0.12,0.08,29.33,7.82,6.7,3543.12
452.67,5.25,0.01,0.17,25.04,7.34,7.74,2905.51
1667.93,5.85,0.09,0.05,14.62,7.15,7.92,2397.4
410.75,2.29,0.06,0.18,17.55,7.23,7.92,3101.86
1137.35,6.98,0.06,0.13,26.44,7.39,6.39,5132.06
1902.84,3.82,0.09,0.16,11.76,7.59,5.73,918.63
443.38,6.61,0.02,0.02,23.91,7.26,4.69,2729.56
935.14,7.53,0.19,0.12,19.93,7.9,7.85,4399.13
1350.26,6.85,0.19,0.16,29.56,7.2,4.6,4357.6
335.62,7.99,0.16,0.15,13.44,7.65,8.81,2063.44
1523.13,6.67,0.17,0.1,16.49,7.18,8.22,3405.31
1499.29,5.71,0.1,0.01,14.33,7.89,5.5,3674.25
962.84,6.25,0.19,0.17,17.39,7.56,5.87,4840.58
153.71,1.02,0.19,0.02,27.54,7.46,4.93,1029.39
844.97,5.06,0.13,0.19,19.8,7.67,2.74,4288.33
745.07,1.35,0.05,0.12,15.66,7.45,7.07,4844.02
1663.44,5.43,0.18,0.02,19.07,7.69,2.09,3107.97
295.47,2.05,0.19,0.02,25.69,7.18,6.77,1606.23
1470.11,2.71,0.12,0.02,28.47,7.82,8.09,4169.92
1539.76,5.25,0.05,0.17,15.67,7.73,8.56,3156.47
251.59,6.3,0.11,0.16,10.73,7.74,3.3,2249.33
1328.49,5.53,0.2,0.07,18.56,7.23,4.47,4251.79
1185.15,1.17,0.01,0.1,18.02,7.09,6.84,4405.47
820.06,5.95,0.15,0.07,10.58,7.46,4.21,4405.27
1191.53,6.42,0.06,0.04,13.17,7.13,6.11,4600.77
712.37,4.34,0.02,0.14,14.11,7.2,5.76,4658.56
300.62,6.64,0.01,0.17,13.98,7.94,6.28,2439.29
955.45,7.87,0.05,0.02,15.85,7.53,4.99,4275.05
1076.85,1.41,0.02,0.14,11.27,7.21,5.66,4901.56
633.2,2.83,0.06,0.03,16.28,7.76,5.94,4219.89
1370.17,1.09,0.06,0.09,28.68,7.29,2.87,4529.38
1744.72,3.75,0.17,0.1,16.95,7.97,7.15,2120.65
1514.33,1.79,0.18,0.09,27.5,7.76,4.79,3188.42
1448.96,1.35,0.13,0.19,13.95,7.35,5.27,3876.33
1203.5,6.62,0.15,0.08,17.62,7.31,3.09,5063.29
421.16,2.89,0.14,0.14,10.64,7.35,6.86,2806.23
1711.37,1.55,0.12,0.08,17.16,7.02,7.73,2308.57
118.17,3.27,0.16,0.1,19.5,7.88,6.3,941.99
175.95,6.23,0.04,0.11,11.17,7.19,9.7,962.53
1276.72,3.44,0.07,0.11,20.09,7.88,3.3,4339.62
968.4,3.06,0.09,0.06,11.65,7.21,2.24,4647.05
194.26,1.85,0.2,0.01,29.34,7.62,6.4,1604.36
143.59,7.63,0.15,0.03,22.47,7.87,3.72,1076.21
854.04,8.0,0.07,0.2,28.32,7.25,5.08,4373.1
1375.91,7.29,0.06,0.16,26.0,7.19,9.65,3690.54
655.72,4.01,0.13,0.13,11.25,7.98,4.45,3697.71
1288.75,7.93,0.13,0.19,23.9,7.98,3.74,4164.45
1808.81,3.62,0.05,0.13,23.98,7.25,4.68,2029.86
295.31,1.61,0.05,0.06,16.92,7.35,2.27,2349.59
607.65,2.02,0.16,0.18,14.23,7.31,3.06,4379.46
977.48,4.8,0.2,0.13,25.63,7.87,7.51,4678.48
1265.24,4.62,0.1,0.17,14.35,7.48,3.47,4282.31
1416.95,2.68,0.19,0.07,23.75,7.34,9.66,3782.34
692.05,1.99,0.02,0.03,26.31,7.52,2.99,4366.47
1003.82,4.36,0.15,0.17,29.49,7.38,6.13,4477.28
1710.13,4.69,0.04,0.13,16.14,7.52,2.82,2395.77
1372.83,6.69,0.17,0.15,10.19,7.17,6.16,4642.94
1264.8,1.2,0.12,0.17,18.29,7.38,9.89,4063.79
221.65,2.29,0.1,0.1,23.04,7.71,9.27,1626.19
392.6,5.06,0.1,0.02,17.01,7.13,6.39,3249.2
415.15,7.79,0.16,0.05,21.0,7.98,4.6,2576.04
1991.79,1.55,0.12,0.06,26.99,7.97,6.27,224.35
322.25,4.87,0.13,0.19,14.56,7.07,4.69,2045.75
69.43,5.4,0.13,0.2,19.84,7.88,9.11,594.83
1850.96,5.46,0.13,0.06,29.76,7.59,7.96,1788.78
65.66,6.26,0.05,0.19,20.21,7.93,9.64,0.0
1641.2,5.59,0.19,0.01,26.65,7.81,9.45,3012.4
884.1,4.79,0.07,0.16,28.42,7.31,8.28,4482.68
614.52,5.34,0.15,0.04,25.64,7.88,9.14,3410.98
1417.56,5.78,0.14,0.03,26.93,7.55,2.62,3904.9
1363.08,4.48,0.18,0.13,27.2,7.57,6.74,4507.09
331.33,2.67,0.01,0.14,26.51,7.31,5.1,1984.44
1050.96,2.3,0.1,0.06,25.57,7.86,4.78,5183.02
949.96,3.89,0.18,0.04,16.78,7.68,7.97,4803.7
524.63,2.5,0.15,0.16,15.91,7.17,7.21,3774.67
1381.2,3.87,0.15,0.03,10.82,7.54,6.47,3937.11
1690.18,7.46,0.02,0.13,27.79,7.73,2.09,2147.79
1191.34,2.09,0.11,0.03,12.38,7.15,6.39,4756.97
1057.4,4.75,0.11,0.13,17.12,7.91,3.22,4492.17
1453.6,1.7,0.19,0.06,24.84,7.13,2.26,3446.63
540.67,6.01,0.1,0.03,10.75,7.45,9.58,3878.24
628.02,6.44,0.16,0.11,25.29,7.91,5.66,3875.27
50.5,1.11,0.17,0.1,17.0,7.58,3.26,0.0
66.58,4.82,0.14,0.05,18.88,7.27,2.87,494.01
1123.36,1.24,0.01,0.03,13.1,7.73,8.9,4251.01
1855.14,2.06,0.16,0.06,21.46,7.08,4.9,1477.61
1496.49,1.88,0.1,0.11,24.88,7.39,9.67,3724.84
1783.53,7.45,0.07,0.14,14.39,7.35,2.24,1577.08
1351.55,2.27,0.08,0.11,23.6,7.65,7.78,4045.1
897.4,7.46,0.19,0.18,18.55,7.25,9.37,4656.63
1857.37,1.39,0.01,0.04,25.93,7.48,4.35,1323.58
1172.39,2.3,0.14,0.18,22.93,7.83,3.16,4407.79
991.41,3.36,0.08,0.17,15.72,7.68,9.17,4454.22
273.57,6.62,0.05,0.17,11.5,7.19,3.43,1975.37
162.57,4.14,0.19,0.1,13.96,7.91,2.97,980.71
1968.08,5.05,0.12,0.19,16.74,7.17,5.22,381.83
777.75,2.33,0.12,0.13,15.03,7.46,7.27,4535.27
853.99,3.07,0.07,0.15,18.35,7.25,3.86,4284.22
1666.74,5.74,0.1,0.11,20.25,7.18,4.44,2845.88
1844.26,3.27,0.06,0.14,11.9,7.34,3.68,1399.44
147.52,3.32,0.16,0.09,21.31,7.5,9.56,1026.48
1681.11,6.98,0.01,0.1,10.35,7.88,2.12,3038.16
1887.51,3.9,0.2,0.17,29.32,7.33,7.87,1184.88
1977.59,1.92,0.01,0.03,23.47,7.63,5.79,582.99
723.36,3.4,0.09,0.12,15.64,7.28,7.78,4279.67
594.5,5.26,0.1,0.19,10.28,7.25,9.19,3812.89
359.51,2.48,0.16,0.19,12.43,7.38,9.92,2587.23
847.24,7.94,0.07,0.15,19.27,7.49,4.56,4149.8
1333.91,2.42,0.01,0.18,15.61,7.7,4.14,4148.52
973.12,7.05,0.18,0.05,16.29,7.02,7.14,4865.95
1821.35,5.9,0.09,0.17,21.38,7.79,4.51,1417.61
830.34,1.19,0.12,0.18,13.29,7.1,4.02,4979.35
760.19,6.62,0.13,0.15,23.35,7.52,3.05,4455.89
182.13,7.66,0.09,0.03,16.53,7.73,8.81,1394.93
1908.15,1.12,0.06,0.19,19.7,7.71,6.32,928.8
450.46,6.88,0.14,0.04,25.71,7.56,6.06,3157.72
311.18,1.59,0.07,0.08,26.55,7.54,8.48,2327.5
426.2,2.07,0.06,0.05,21.08,7.58,6.26,2861.19
1427.97,1.95,0.16,0.03,17.25,7.69,7.5,4222.1
1908.76,2.65,0.08,0.05,20.93,7.12,6.41,517.57
1690.11,5.97,0.04,0.19,20.7,7.44,7.81,2716.82
1725.98,7.05,0.07,0.02,10.21,7.93,5.24,2245.7
1893.02,3.66,0.12,0.16,20.04,7.05,8.53,656.04
1751.85,5.58,0.01,0.12,18.92,7.45,5.87,2333.59
1809.33,6.05,0.03,0.03,13.73,7.66,4.52,1350.42
120.06,3.8,0.04,0.18,22.06,7.08,5.61,257.77
1420.21,7.84,0.08,0.11,29.13,7.61,5.46,3818.86
1262.02,1.91,0.1,0.05,21.38,7.45,8.24,4528.12
1353.66,4.51,0.14,0.06,18.84,7.91,5.87,4130.64
1686.23,6.01,0.03,0.1,19.94,7.88,8.0,2586.23
271.73,3.92,0.08,0.18,18.68,7.23,5.83,2257.76
1569.79,6.25,0.14,0.14,10.0,7.11,6.84,3400.16
1276.88,3.48,0.17,0.15,28.72,7.42,6.27,4011.86
1428.99,5.91,0.19,0.16,20.9,7.62,7.84,3769.54
646.09,2.2,0.09,0.12,20.12,7.68,2.93,3921.59
1378.61,3.53,0.02,0.15,27.92,7.54,4.29,4338.16
626.76,4.94,0.06,0.08,18.22,7.94,5.21,3561.29
1596.71,2.15,0.14,0.08,28.92,7.58,4.7,2891.76
516.51,7.89,0.12,0.11,29.39,7.61,3.25,3377.23
1846.21,2.42,0.14,0.02,26.71,7.28,9.72,1649.48
1654.91,2.68,0.14,0.08,17.36,7.15,3.94,2922.99
685.82,6.2,0.04,0.12,22.42,7.35,4.13,4450.86
555.7,7.09,0.1,0.06,19.92,7.32,7.32,3614.54
1858.07,5.18,0.03,0.11,23.71,7.58,5.55,1414.65
611.27,2.25,0.19,0.03,16.63,7.78,2.28,3636.91
1895.5,5.93,0.18,0.19,29.12,7.37,7.55,698.71
1777.5,7.61,0.01,0.03,11.07,7.13,4.6,2159.82
649.76,5.66,0.07,0.13,14.81,7.59,3.11,4231.97
707.76,5.18,0.01,0.18,24.29,7.41,8.91,4712.2
1285.87,3.68,0.06,0.13,24.53,7.12,9.07,4109.88
990.91,4.12,0.01,0.09,21.97,7.44,8.03,4298.9
1155.13,5.29,0.08,0.05,29.48,7.01,3.18,4204.79
1253.89,7.85,0.02,0.13,13.53,7.2,9.57,4168.57
1753.43,5.14,0.14,0.04,29.97,7.01,4.93,2510.32
1959.5,5.63,0.01,0.13,24.78,7.11,9.8,770.89
942.12,2.01,0.17,0.04,27.77,7.41,6.59,5035.89
525.5,6.09,0.02,0.09,21.35,7.46,9.85,3719.79
334.65,4.31,0.06,0.07,19.18,7.3,4.38,2571.33
468.22,1.95,0.02,0.14,12.01,7.75,4.45,3688.16
1432.85,1.94,0.01,0.07,18.11,7.5,6.21,4244.68
947.19,2.42,0.15,0.11,11.39,7.01,2.22,4376.39
1057.2,5.56,0.19,0.1,10.21,7.5,2.83,5239.13
1134.53,3.29,0.19,0.12,15.12,7.13,6.2,5133.28
1748.28,5.2,0.13,0.1,24.11,7.23,9.7,2572.28
244.2,1.61,0.19,0.1,23.66,7.49,7.47,1735.11
438.65,4.64,0.06,0.12,27.57,7.77,2.64,2592.73
1229.43,4.38,0.18,0.18,25.91,7.79,2.38,4442.03
1706.95,4.07,0.03,0.15,21.18,7.69,8.8,2126.69
1745.2,5.38,0.11,0.19,11.15,7.31,4.72,2392.43
968.02,3.73,0.14,0.16,29.87,7.99,2.83,4406.61
277.67,1.38,0.1,0.05,16.01,7.8,6.76,1859.27
816.3,5.36,0.04,0.04,18.51,7.97,3.99,4370.1
586.11,3.2,0.01,0.16,23.48,7.35,8.92,3594.1
1840.21,1.07,0.18,0.09,10.03,7.87,3.1,1551.51
719.31,7.0,0.02,0.12,13.53,7.89,8.7,4094.81
888.5,3.93,0.08,0.1,14.26,7.68,4.66,4226.77
1419.98,1.09,0.08,0.12,12.89,7.22,6.28,3632.98
838.53,5.2,0.17,0.18,24.8,7.31,7.72,4353.96
664.4,2.62,0.14,0.08,23.56,7.86,5.57,4389.8
719.23,1.58,0.13,0.02,27.62,7.94,6.19,4408.59
1029.44,2.32,0.04,0.16,26.17,7.35,6.05,4614.53
1877.08,2.65,0.06,0.16,12.51,7.09,6.18,641.09
746.34,7.65,0.12,0.05,26.24,7.32,6.78,4050.3
814.55,3.58,0.19,0.02,26.75,7.53,5.29,4243.9
441.09,6.67,0.18,0.17,13.1,7.46,4.58,2563.08
782.49,7.45,0.1,0.17,14.53,7.22,8.28,4950.57
780.41,4.35,0.16,0.18,18.16,7.86,2.15,3975.35
468.86,7.35,0.03,0.03,27.68,7.62,4.29,2752.72
117.77,6.97,0.19,0.14,28.55,7.7,5.48,692.93
979.35,4.24,0.14,0.14,17.58,7.01,2.06,4882.22
1911.54,7.09,0.16,0.15,24.61,7.99,5.98,1021.21
214.55,3.81,0.12,0.1,23.37,7.31,2.62,1898.41
1178.79,5.08,0.08,0.16,16.52,7.77,4.19,4810.0
1181.98,5.36,0.08,0.09,28.15,7.25,8.46,4614.74
274.08,2.19,0.06,0.15,16.11,7.99,3.85,1725.84
1929.7,2.75,0.13,0.11,15.57,7.06,4.82,1122.3
556.83,7.72,0.02,0.17,21.62,7.1,3.13,4115.64
995.92,1.06,0.13,0.17,19.27,7.39,9.87,4328.32
1084.23,5.37,0.17,0.1,21.09,7.99,3.96,4412.62
427.08,7.72,0.17,0.07,10.91,7.84,9.78,3146.19
557.66,5.44,0.2,0.18,24.58,7.25,4.63,3899.26
119.3,3.94,0.18,0.08,16.78,7.89,7.63,690.08
1956.33,3.67,0.19,0.19,16.92,7.58,7.18,475.91
521.06,2.16,0.16,0.15,14.52,7.46,8.82,3188.26
1703.52,2.46,0.14,0.02,25.06,7.33,2.62,2117.45
1061.52,3.93,0.08,0.13,10.12,7.44,5.39,5192.46
1200.81,6.42,0.05,0.15,20.95,7.88,7.68,4739.79
1999.43,6.15,0.1,0.1,21.58,7.22,4.64,0.0
465.18,4.3,0.1,0.02,21.72,7.57,4.7,3022.47
1855.64,5.3,0.11,0.04,29.92,7.42,3.16,1628.85
383.16,6.42,0.02,0.13,10.08,7.12,9.26,2301.4
1108.2,7.17,0.15,0.18,27.79,7.7,2.68,4645.08
738.13,3.63,0.15,0.17,27.49,7.29,4.91,4347.53
1589.31,2.23,0.08,0.06,20.22,7.63,5.9,2757.66
1509.95,6.95,0.07,0.06,19.08,7.19,6.97,3390.06
804.12,4.36,0.1,0.03,27.67,7.38,7.19,4403.94
548.23,5.88,0.13,0.08,26.66,7.95,8.55,3510.76
463.2,5.09,0.2,0.14,23.0,7.24,5.48,3330.78
1214.09,1.55,0.09,0.03,15.56,7.3,3.45,4481.96
1249.49,4.9,0.06,0.15,29.44,7.64,9.26,4928.4
1092.46,7.36,0.19,0.13,23.29,7.26,6.23,4887.88
1407.22,2.65,0.12,0.01,24.51,7.8,4.32,3752.0
899.08,5.57,0.2,0.11,26.11,7.86,6.47,4266.86
1006.18,3.75,0.02,0.07,23.5,7.33,9.41,4717.12
1544.16,3.12,0.03,0.16,13.79,7.54,6.73,3206.14
487.16,7.69,0.16,0.19,25.23,7.01,6.98,3176.24
1143.37,4.29,0.17,0.12,15.5,7.78,8.86,4592.08
1830.86,6.62,0.14,0.1,17.54,7.76,6.42,1101.15
1954.67,3.39,0.08,0.01,20.26,7.76,2.32,295.64
862.48,4.85,0.04,0.17,16.25,7.34,8.47,4512.63
1569.69,2.16,0.01,0.08,25.13,7.64,5.28,3500.35
1945.89,3.33,0.16,0.06,29.88,7.57,5.53,619.22
1900.67,2.06,0.05,0.13,24.64,7.01,4.01,1087.73
1460.61,7.46,0.05,0.13,13.51,7.73,9.27,3387.46
128.91,7.6,0.03,0.11,25.89,8.0,8.84,1215.31
949.82,6.36,0.18,0.15,12.23,7.95,6.6,4983.99
1651.15,1.14,0.11,0.16,26.96,7.72,8.22,2382.03
334.15,2.59,0.06,0.09,26.41,7.6,2.59,2180.6
680.27,7.54,0.05,0.13,27.03,7.64,5.65,4631.26
1130.45,3.65,0.19,0.19,18.72,7.74,5.38,4359.19
1240.17,1.41,0.1,0.07,26.66,7.58,4.31,4303.23
1814.1,6.23,0.09,0.07,20.17,7.54,3.41,1792.97
431.04,4.53,0.19,0.19,21.75,7.58,3.28,3454.99
1055.24,1.43,0.19,0.09,23.06,7.27,2.8,4421.08
1079.74,6.95,0.03,0.19,21.24,7.28,5.71,4343.84
530.65,4.55,0.19,0.19,28.48,7.15,6.88,3412.15
216.43,6.15,0.06,0.04,18.11,7.43,4.83,1596.32
288.24,2.51,0.12,0.09,19.19,7.37,7.31,1755.33
822.54,1.08,0.04,0.07,24.87,7.7,4.63,4148.05
1995.43,3.66,0.05,0.12,11.41,7.08,3.14,0.0
1635.36,4.54,0.11,0.08,21.93,7.7,6.7,2532.54
558.8,1.31,0.04,0.17,24.21,7.95,3.28,4104.13
885.37,4.76,0.18,0.06,27.21,7.21,2.95,4835.4
1847.19,1.02,0.16,0.16,16.95,7.29,8.31,1810.08
1099.59,4.6,0.17,0.04,18.88,7.93,6.08,4450.78
974.42,5.65,0.02,0.09,18.26,7.56,5.41,4839.33
1284.05,3.01,0.05,0.17,19.62,7.99,5.02,4812.07
1438.59,7.3,0.06,0.14,16.87,7.49,8.92,3649.95
1356.56,4.72,0.18,0.06,27.88,7.1,4.19,3981.09
1849.06,4.86,0.05,0.18,22.64,7.25,8.43,1063.36
1784.06,4.72,0.19,0.12,19.7,7.08,9.36,1415.25
963.95,1.15,0.11,0.08,25.68,7.44,7.65,4953.44
109.67,7.99,0.08,0.18,28.95,7.38,6.46,153.13
1520.23,1.98,0.17,0.08,17.15,7.04,9.39,3766.37
1547.27,5.72,0.02,0.18,16.77,7.77,7.83,3166.78
91.38,6.59,0.04,0.16,26.61,7.54,9.98,0.0
830.97,6.05,0.1,0.05,26.13,7.41,9.73,4110.48
580.11,6.03,0.15,0.01,28.97,7.64,6.72,3851.52
120.87,4.78,0.05,0.03,23.77,7.98,6.47,888.1
751.96,5.62,0.03,0.1,10.86,7.34,8.92,4261.08
393.61,3.12,0.14,0.06,19.41,7.46,2.69,2879.8
813.93,4.89,0.2,0.17,17.36,7.4,3.85,4655.58
323.24,4.42,0.15,0.1,11.43,7.78,3.61,2141.01
1744.05,1.09,0.02,0.18,27.42,7.11,9.92,1888.63
491.26,3.16,0.2,0.06,21.01,7.93,7.51,3392.87
399.7,2.41,0.13,0.01,19.73,7.39,2.9,2325.25
1525.5,6.47,0.19,0.01,22.62,7.9,6.46,3968.2
1671.19,2.22,0.1,0.18,26.97,7.22,3.07,2369.22
1415.32,5.13,0.05,0.14,22.97,7.62,9.12,4257.63
2003.9,3.49,0.16,0.08,23.96,7.6,6.31,391.01
791.68,2.95,0.06,0.2,21.59,7.83,5.94,4553.05
946.44,3.76,0.03,0.14,29.51,7.35,4.75,5146.93
1723.18,1.07,0.08,0.07,11.54,7.33,5.41,2315.11
1379.78,3.22,0.04,0.04,26.28,7.22,8.29,3858.65
401.04,2.22,0.1,0.19,29.06,7.76,5.18,3149.53
371.79,6.75,0.09,0.1,21.13,7.72,4.14,2763.58
1617.2,3.58,0.05,0.14,15.98,7.01,5.99,3211.84
49.06,4.94,0.19,0.07,25.71,7.33,2.07,289.75
481.43,5.69,0.02,0.02,26.53,7.99,4.1,3430.88
801.76,4.13,0.11,0.13,14.8,7.04,5.51,4730.79
1986.23,5.18,0.04,0.11,25.22,7.62,6.18,0.0
1468.43,3.21,0.02,0.17,20.71,7.53,8.3,4270.01
612.3,1.24,0.1,0.1,20.19,7.42,6.58,3421.81
1323.44,5.72,0.09,0.07,11.42,7.15,4.46,3942.25
174.92,7.26,0.05,0.13,19.29,7.42,3.75,1445.3
1955.67,7.03,0.03,0.02,26.28,7.4,7.96,396.09
745.09,1.07,0.14,0.18,24.93,7.83,6.99,4122.1
1067.09,4.77,0.14,0.19,22.2,7.49,4.71,4493.56
443.53,3.46,0.19,0.17,28.77,7.02,8.4,2793.92
1847.18,1.32,0.11,0.16,24.38,7.93,6.47,1337.6
987.43,1.89,0.1,0.16,12.66,7.99,8.17,4552.0
774.72,6.74,0.17,0.15,20.3,7.3,9.42,3964.81
1934.01,4.69,0.03,0.04,18.87,7.08,2.21,630.44
93.72,2.88,0.13,0.15,15.84,7.44,4.61,0.0
1684.94,4.32,0.09,0.13,12.2,7.16,2.14,2214.12
839.35,7.71,0.19,0.18,25.68,7.34,5.6,4876.3
499.8,6.52,0.02,0.1,24.16,7.03,7.21,3567.98
1058.86,4.16,0.2,0.16,16.24,7.34,5.02,4251.25
1875.24,2.41,0.07,0.13,11.63,7.34,4.67,877.54
1223.21,4.4,0.15,0.07,14.12,7.34,2.59,4403.8
226.73,4.49,0.15,0.16,26.29,7.74,3.95,1869.36
1310.79,6.76,0.16,0.06,19.79,7.18,7.42,4635.37
1349.73,6.23,0.19,0.2,18.5,7.38,8.44,4693.88
329.83,2.6,0.04,0.16,10.7,7.21,5.3,2780.46
1209.74,1.55,0.1,0.11,23.06,7.29,4.01,4441.0
1776.31,6.11,0.07,0.17,11.43,7.7,7.43,1835.57
903.56,6.59,0.11,0.02,26.64,7.81,9.67,4409.16
1227.81,4.75,0.05,0.05,24.28,7.18,2.09,4986.52
431.86,1.91,0.04,0.08,18.55,7.81,9.46,3401.55
1989.53,4.18,0.18,0.19,18.16,7.98,8.31,0.0
405.62,3.87,0.12,0.11,15.87,7.12,4.95,3271.63
1185.09,4.51,0.11,0.03,28.0,7.95,6.86,4277.23
449.23,3.41,0.18,0.03,12.42,7.55,6.91,3244.07
1820.92,5.4,0.19,0.04,28.88,7.49,5.62,1565.07
502.82,3.46,0.08,0.12,25.18,7.65,3.65,3440.57
537.5,7.47,0.04,0.12,23.5,7.77,5.32,3736.17
1736.64,5.96,0.18,0.08,16.16,7.14,7.82,1823.98
1496.26,2.01,0.01,0.09,20.97,7.91,4.18,3518.54
944.7,1.9,0.04,0.17,21.07,7.84,9.1,4562.28
1852.42,4.79,0.02,0.08,16.24,7.4,6.92,1270.61
629.57,1.91,0.1,0.15,20.02,7.58,5.93,3649.03
514.16,3.72,0.09,0.02,25.23,7.01,2.33,3485.14
1740.9,1.13,0.15,0.07,26.3,7.6,4.92,1702.98
431.99,2.62,0.06,0.11,29.11,7.98,9.44,2651.15
415.19,5.42,0.16,0.19,10.75,7.91,3.35,2949.27
1027.67,6.75,0.02,0.09,13.21,7.77,6.92,4416.88
1407.97,5.98,0.04,0.17,14.1,7.46,7.22,3643.48
1823.59,2.5,0.16,0.18,10.44,7.19,7.49,1358.86
233.19,1.72,0.1,0.09,22.38,7.1,5.13,1845.44
73.4,1.28,0.19,0.1,28.55,7.93,9.63,331.21
1022.79,1.41,0.2,0.08,12.32,7.43,2.86,5150.35
1536.88,5.37,0.19,0.1,16.57,7.85,5.65,3503.85
122.84,3.41,0.04,0.16,27.58,7.65,4.96,1038.78
780.08,7.98,0.16,0.11,11.5,7.39,6.56,4666.8
1237.51,6.0,0.11,0.09,18.11,7.95,8.49,4410.98
1045.05,4.76,0.08,0.05,15.03,7.84,6.83,5092.71
682.38,5.27,0.18,0.16,21.88,7.23,9.9,4503.41
286.72,1.01,0.19,0.12,23.49,7.27,2.67,2139.77
639.18,4.88,0.01,0.12,23.48,7.16,3.41,3625.84
368.22,4.1,0.13,0.07,22.27,7.84,8.64,2818.91
1989.47,5.83,0.19,0.13,16.62,7.74,6.32,579.29
1955.68,7.72,0.04,0.07,27.49,7.64,5.72,429.69
1944.05,5.24,0.07,0.2,15.02,7.96,7.3,484.64
435.46,2.23,0.17,0.05,21.33,7.57,8.71,3244.68
890.98,6.74,0.15,0.16,20.38,7.37,2.59,4761.76
1512.72,3.92,0.16,0.11,23.32,7.49,6.9,3931.36
1712.26,1.55,0.16,0.09,27.73,7.59,5.54,2192.54
1407.56,6.38,0.11,0.15,12.7,7.0,7.37,4388.31
1896.9,5.84,0.06,0.13,11.82,7.17,4.29,818.37
