station,Date,Time,NITRATE(PPM),PH,AMMONIA(mg/l),TEMP,DO,TURBIDITY,MANGANESE(mg/l),label_3class
Station2,15-02-2022,01:40:00,36.72,6.262,0.0129688,20.46264,5.84218,25.0344,0.83328,0
Station3,20-02-2022,00:00:00,145.92018,7.23964,0.100637888,23.505218,2.77654608,33.697944,3.06528,0
Station3,22-04-2022,14:20:00,10.234644,5.27411,0.2630512,33.57823084,6.73353,47.3221,0.6951042,0
Station2,18-09-2022,15:00:00,15.2736,8.7157,0.03247,19.4826,14.5556,28.147,0.6708,2
Station3,09-11-2022,05:00:00,104.23069,5.14396,0.048017,44.56459,15.07907,42.70888,0.742744,2
station1,04-05-2022,17:40:00,20.7,5.8,0.211,32.97,6.263180823,17,0.4,0
station1,05-10-2022,19:00:00,31.516,5.574,0.0381,30.5597,15.3842,22.7839,0.67131,2
Station3,05-12-2022,06:40:00,58.65445,5.70967,0.117203,20.99065,6.69085,28.49759,3.382676,0
Station3,13-07-2022,10:00:00,91.50099,6.11422,0.120985,27.36945,6.34887,39.66977,2.16398,0
Station3,02-12-2022,19:00:00,34.16919,6.067,0.145477,33.26488,3.86811,52.77023,2.113672,0
Station3,23-12-2022,09:40:00,15.4106,7.35154,0.09938,43.45414,19.57226,59.9866,2.917936,2
station1,20-03-2022,06:20:00,39.2,5,0.06,23.76,7.1,11.4,0.67,0
Station3,18-07-2022,23:20:00,134.17265,5.33313,0.047047,43.92956,14.32988,41.39812,1.273926,2
Station3,27-11-2022,21:00:00,59.37054,7.3903,0.073406,22.07518,12.15837,45.16467,1.510577,1
Station3,20-04-2022,03:00:00,12.082868,7.30659,0.1142196,29.12169656,6.48414,39.729375,0.7502712,0
station1,14-10-2022,03:40:00,13.4913,6.7597,0.03074,26.42,13.7565,30.9017,0.24913,2
station1,01-12-2022,15:00:00,5.5125,8.0932,0.04381,24.9181,12.0498,32.7873,0.49835,1
station1,11-12-2022,16:00:00,24.2495,6.1787,0.03594,24.887,13.7588,23.1896,0.55439,2
Station3,13-09-2022,02:40:00,131.75563,5.14903,0.124372,32.15295,23.38769,24.69158,1.856113,2
Station2,04-04-2022,13:00:00,0.518,5.3892,0.0581392,30.97732,7.904,45.492,0.7455,1
Station3,18-06-2022,06:20:00,117.15256,7.39588,0.142587,24.12654,4.0263,23.7144,1.55059,0
station1,22-10-2022,15:20:00,8.8663,7.7942,0.0386,23.1918,5.1659,31.5942,0.62464,0
Station3,18-01-2023,15:00:00,96.49754,5.83343,0.080004,27.11289,21.08842,43.37812,3.095726,2
Station2,10-11-2022,16:00:00,30.3953,6.1251,0.04153,28.0085,7.3198,36.3407,0.22505,1
Station2,22-11-2022,21:00:00,7.6431,8.9147,0.04301,26.7878,16.9345,34.8668,0.96114,2
station1,13-02-2022,22:40:00,42.6,6.7,0.009,23.87,4.3,24.4,0.84,0
Station2,02-08-2022,15:00:00,27.8993,8.9069,0.02525,22.3495,16.9912,26.487,0.4409,2
Station3,27-05-2022,09:40:00,39.84244,5.73354,1.213969,36.29070925,6.162114433,54.12276,0.331002,0
Station3,30-07-2022,22:40:00,79.56573,5.98943,0.09029,23.07466,4.9734,16.84069,1.797468,0
Station3,14-11-2022,19:00:00,15.82512,5.15506,0.056176,16.81761,22.95524,26.50473,1.798939,2
Station2,25-07-2022,11:20:00,10.0587,8.5991,0.0327,26.356,13.9776,22.569,0.78457,2
station1,21-05-2022,08:40:00,19,6.4,0.39,31.9,5.505483666,16.7,0.7,0
Station2,06-07-2022,09:00:00,33.274,8.2754,0.02854,21.5674,18.2919,25.0281,0.80778,2
Station3,27-03-2022,13:40:00,40.978432,7.10912,0.12269376,32.2919586,6.804356,36.06516,0.7473886,0
station1,02-02-2022,22:00:00,19.7,5,0.041,23.34,6.8,26.8,0.63,0
Station2,26-06-2022,17:00:00,29.9418,6.0122,0.02348,25.6247,18.4325,26.3427,0.28444,2
Station2,07-07-2022,00:40:00,35.0539,7.1035,0.02071,29.912,12.5059,33.3729,0.55227,1
Station3,13-12-2022,08:00:00,105.15727,5.69269,0.124889,26.15348,7.32157,25.18878,2.221768,1
Station2,31-05-2022,14:40:00,27.6352,6.7134,0.195011,36.17225,6.132309495,35.7186,0.2982,0
Station2,01-03-2022,04:40:00,86.4256,8.483,0.0992376,24.50052,0.927,36.3204,1.03376,0
Station2,20-01-2023,21:20:00,27.5313,7.1074,0.02252,20.014,11.3601,36.841,0.20892,1
Station3,04-01-2023,01:40:00,17.85089,4.80195,0.137007,17.50007,9.85545,27.29494,3.18865,1
Station3,04-01-2023,20:20:00,96.13905,6.15388,0.069092,35.08414,25.11554,39.36765,0.630033,2
Station3,23-11-2022,07:40:00,75.49114,5.72668,0.058475,37.95508,4.97655,22.75321,3.002423,0
station1,17-04-2022,17:40:00,17.7,5.5,0.133,30.02,8.4,33.1,0.61,1
station1,02-12-2022,13:00:00,14.8045,7.3934,0.02407,18.5809,8.0938,23.6897,0.30469,1
Station3,01-08-2022,01:00:00,130.66454,7.25195,0.083315,42.88279,19.34233,32.10612,2.015842,2
station1,20-02-2022,14:20:00,66.1,6.9,0.033,25.73,3.1,25.7,0.87,0
Station3,13-11-2022,13:40:00,132.88589,5.84274,0.093676,21.46484,4.63522,19.28252,1.245276,0
Station3,25-03-2022,05:00:00,11.285504,6.98679,0.0511224,25.3370898,7.571044,19.13316,0.716674,1
station1,18-03-2022,09:00:00,24.4,6,0.037,26.39,7.4,18,0.75,1
Station3,17-10-2022,02:20:00,19.11349,4.54749,0.122945,39.85681,14.08598,49.67295,1.203245,2
Station2,04-04-2022,08:20:00,25.9,5.3892,0.0421008,28.589,7.6076,26.622,0.62622,1
Station3,10-07-2022,15:20:00,119.32686,4.62135,0.101615,34.41288,14.73797,46.50633,1.878975,2
Station2,02-08-2022,05:20:00,6.2472,6.3492,0.039,22.6532,16.9391,21.5419,0.75608,2
Station2,07-05-2022,05:00:00,19.812,5.9118,0.148628,29.72244,4.603246676,29.0592,0.6958,0
station1,20-12-2022,00:40:00,24.273,7.2468,0.01711,18.6838,12.6256,35.6151,0.44418,1
Station3,12-10-2022,21:40:00,60.84519,7.01828,0.133799,38.13911,22.37809,51.65451,0.811581,2
Station2,09-03-2022,22:00:00,17.2032,5.988,0.0180432,27.1722,8.6944,40.086,0.60634,1
Station2,01-06-2022,17:00:00,6.0543,8.5509,0.03945,24.5005,5.1465,18.7103,0.39539,0
station1,14-11-2022,18:00:00,22.0004,5.5381,0.01663,28.5074,15.8474,16.6936,0.71463,2
Station3,19-06-2022,19:40:00,123.89975,6.27076,0.127629,32.64503,22.64989,56.12477,0.814776,2
Station3,22-08-2022,18:00:00,102.71412,7.19191,0.054191,35.83121,17.02384,56.50376,1.029944,2
Station2,16-05-2022,17:40:00,21.844,5.9118,0.257554,34.64076,6.716650531,31.6826,0.497,0
Station3,28-09-2022,21:40:00,146.78776,7.26127,0.097677,28.40884,21.24904,27.29721,1.877884,2
Station3,15-02-2022,20:40:00,49.22214,7.09216,0.026975104,24.449161,4.57016908,24.279264,0.9298016,0
station1,02-11-2022,07:20:00,26.3938,5.8905,0.03656,20.3382,14.1089,36.8446,0.42532,2
station1,07-02-2022,21:40:00,20,5,0.017,23.81,10.2,18.7,0.67,1
Station3,01-07-2022,21:00:00,43.77333,6.62048,0.126916,40.79229,15.45788,40.95889,3.313799,2
Station2,17-07-2022,01:20:00,15.7084,7.6222,0.01992,19.5469,7.6481,15.6994,0.97416,1
station1,31-10-2022,07:20:00,13.3785,7.8909,0.03049,29.6301,15.8968,15.0289,0.4954,2
station1,06-07-2022,10:40:00,38.8829,5.7176,0.03761,30.3599,18.8808,19.8909,0.93532,2
Station3,20-11-2022,07:40:00,20.83056,7.18166,0.06265,44.06812,6.33747,37.5544,1.134504,0
Station3,09-12-2022,15:40:00,142.74889,6.53674,0.117337,36.8169,3.5485,23.8522,3.284175,0
station1,29-07-2022,00:20:00,13.3014,6.1836,0.01984,20.5975,18.3832,34.1338,0.22463,2
Station2,09-05-2022,12:00:00,24.2824,6.7134,0.27995,33.53768,4.868700554,27.9493,0.6958,0
station1,27-07-2022,07:20:00,14.7013,7.5382,0.01776,23.4513,11.0459,15.4318,0.34536,1
Station3,04-02-2022,18:20:00,11.7249,5.07027,0.00730912,25.444969,10.7713956,32.546772,0.6644416,1
Station3,11-07-2022,09:00:00,68.42715,6.64552,0.049685,21.25758,20.02162,50.59745,0.734633,2
Station2,08-07-2022,15:40:00,9.2277,7.2513,0.03073,18.5683,9.5862,28.9835,0.83648,1
Station3,24-05-2022,22:00:00,27.4574,7.48852,1.0836894,34.1265345,5.023296994,48.85578,0.772338,0
Station2,26-11-2022,08:20:00,21.6897,6.7378,0.01945,27.4594,18.1473,35.4641,0.35079,2
station1,21-07-2022,11:20:00,28.3515,7.8511,0.0155,23.1651,10.7934,19.5341,0.75337,1
Station3,31-10-2022,20:40:00,32.69328,5.82074,0.118013,28.79973,10.612,54.77818,0.758976,1
station1,13-06-2022,20:00:00,38.2927,8.3219,0.02696,29.0667,15.5867,22.4939,0.70443,2
Station2,04-08-2022,00:20:00,6.8031,8.4508,0.03996,23.426,10.2875,19.6502,0.83071,1
Station3,18-02-2022,02:00:00,59.91786,5.33721,0.099600384,23.02806,5.05635728,26.68626,1.0013248,0
Station2,09-12-2022,10:20:00,13.9916,8.263,0.04138,24.7738,16.193,35.5912,0.40289,2
Station3,19-08-2022,11:20:00,132.37769,5.42941,0.059842,42.07269,21.47421,59.01541,1.234391,2
Station3,13-08-2022,11:00:00,60.75108,7.15293,0.149017,28.52799,7.81574,58.9574,1.336283,1
Station3,19-01-2023,05:00:00,70.2552,6.89568,0.051239,33.31491,7.52803,44.54998,2.994947,1
station1,28-09-2022,22:00:00,31.303,6.7326,0.04463,20.0431,14.8487,31.3001,0.36072,2
station1,16-08-2022,20:20:00,11.493,8.1834,0.03055,28.8011,15.443,29.2096,0.83417,2
Station3,18-10-2022,15:00:00,99.39077,5.34333,0.046942,22.45829,8.31578,25.43844,0.981989,1
station1,29-05-2022,15:20:00,23.4,6.2,0.271,35.54,5.104254671,16,0.5,0
station1,30-10-2022,05:20:00,35.1166,8.4157,0.02535,29.2318,11.9079,17.3678,0.89326,1
station1,19-06-2022,15:40:00,36.5566,6.1644,0.03768,19.6802,14.0719,32.68,0.48285,2
Station3,14-08-2022,23:00:00,68.79713,6.79013,0.134005,29.06531,12.57356,41.71213,0.913089,1
Station3,24-05-2022,00:20:00,33.64992,6.05795,1.3649749,35.7360715,4.631853071,45.76824,0.662004,0
station1,23-02-2022,09:20:00,92.9,7.3,0.043,23.48,1.7,21.1,2.9,0
Station2,24-11-2022,01:00:00,12.4203,5.5144,0.03794,27.9845,15.8913,36.8345,0.95296,2
Station2,20-05-2022,14:40:00,25.0952,6.513,0.210726,34.60028,6.704038144,26.3349,0.2982,0
station1,02-10-2022,13:00:00,37.1576,8.0001,0.03041,28.4992,19.6476,30.6312,0.94854,2
station1,09-10-2022,16:00:00,23.4776,5.7599,0.02694,25.4621,18.9981,32.4935,0.64388,2
Station3,17-02-2022,11:40:00,68.64906,6.42946,0.021787584,24.967811,3.11160448,34.849116,0.9808896,0
Station2,22-05-2022,15:20:00,32.7152,6.6132,0.32067,36.10816,6.802566111,30.4718,0.6958,0
station1,21-11-2022,10:00:00,26.3097,8.1326,0.01769,24.6265,16.5129,25.4851,0.66172,2
Station2,01-06-2022,06:00:00,24.5313,8.0847,0.04188,20.1542,16.6794,26.2487,0.74259,2
Station3,07-05-2022,03:40:00,36.539424,4.67082,1.3402988,31.63182088,5.054090923,58.1184,0.441336,0
station1,19-06-2022,23:20:00,23.2379,6.5383,0.03088,25.577,7.2947,23.2713,0.48156,1
Station3,03-04-2022,07:40:00,31.149412,4.99792,0.09202032,29.66633472,6.996028,65.331,0.6245302,0
Station2,01-06-2022,16:20:00,30.1297,6.693,0.02867,22.3936,9.2756,37.3841,0.43597,1
Station2,15-02-2022,07:40:00,81.498,7.07,0.0518752,25.63396,5.9412,22.059,0.7936,0
Station3,22-08-2022,23:00:00,118.53994,5.15932,0.058483,44.62152,8.11975,39.29183,2.928684,1
Station2,08-07-2022,14:20:00,16.2624,5.5084,0.03094,19.6639,10.5835,29.8983,0.58508,1
station1,20-08-2022,23:00:00,30.8633,8.1442,0.01551,19.0963,16.4511,27.2057,0.56105,2
station1,24-04-2022,06:40:00,26.3,5.2,0.139,29.06,8.2,40.1,0.62,1
station1,06-06-2022,02:00:00,37.3919,8.3814,0.02514,30.1758,10.0206,33.5955,0.86241,1
Station3,06-01-2023,09:20:00,47.66243,6.21714,0.141566,32.69582,21.78639,21.061,3.024324,2
Station3,31-12-2022,22:00:00,49.95595,7.27519,0.088012,19.51164,13.72153,60.1613,2.122676,2
Station2,21-09-2022,04:40:00,6.2376,5.601,0.04206,30.6995,12.9926,28.5734,0.47103,2
station1,17-05-2022,16:20:00,31,6.1,0.447,35.6,4.949619297,31.7,0.7,0
station1,05-11-2022,03:20:00,5.8094,6.633,0.02477,25.8996,9.7306,28.4011,0.80186,1
station1,13-03-2022,16:40:00,16.3,5.8,0.036,29.29,7,28.5,0.74,0
station1,11-03-2022,02:00:00,23.7,5.5,0.035,25.08,6.1,21.2,0.67,0
Station2,09-10-2022,23:20:00,13.8815,8.6529,0.03448,30.7911,10.2627,34.2951,0.52427,1
Station2,14-07-2022,21:20:00,32.9651,7.8048,0.0195,24.2517,13.8868,18.6128,0.46372,2
Station3,23-03-2022,23:40:00,21.475328,5.32494,0.18404064,27.6937848,6.70852,39.62088,0.7473886,0
Station3,10-06-2022,15:20:00,125.78246,6.55979,0.139883,16.86586,18.01274,37.14108,2.307086,2
Station3,02-07-2022,14:20:00,59.82356,5.82689,0.067667,39.59491,12.74293,56.24256,3.318486,1
station1,19-12-2022,07:20:00,13.9161,6.9107,0.02219,22.1252,16.289,21.4907,0.65011,2
Station3,30-10-2022,10:40:00,44.1526,5.20867,0.129181,31.44488,4.68455,22.59264,2.63725,0
station1,11-11-2022,22:00:00,30.4123,7.3331,0.03045,20.1608,16.9423,26.8854,0.38437,2
station1,23-12-2022,09:00:00,37.3357,7.8238,0.01639,20.876,11.7114,39.3747,0.78154,1
Station2,16-07-2022,01:20:00,7.972,8.3354,0.02769,26.0313,13.1961,17.6428,0.45377,2
Station2,27-08-2022,06:20:00,33.6509,7.861,0.03044,30.2817,12.0946,23.1476,0.34694,1
Station3,23-10-2022,03:00:00,85.96255,5.21672,0.072896,43.13969,8.99926,27.92824,1.770394,1
Station2,12-05-2022,05:40:00,29.1592,6.6132,0.487622,30.44096,5.748469256,21.6935,0.497,0
Station3,06-03-2022,19:00:00,29.802496,6.26107,0.10946208,29.0868534,9.1200304,15.30816,0.7473886,1
station1,12-06-2022,18:40:00,36.9067,7.5515,0.01908,24.5407,6.0585,34.003,0.2713,0
station1,05-12-2022,18:00:00,39.3949,6.7898,0.03912,21.4295,12.273,17.195,0.68932,1
Station3,07-03-2022,18:40:00,4.711424,6.60025,0.10705632,29.3068116,9.3140736,39.18432,0.7269122,1
Station2,29-04-2022,07:00:00,32.8412,6.6866,0.042756,29.58076,7.422646549,37.1312,0.5964,1
Station3,31-07-2022,20:40:00,43.7412,5.25263,0.090604,33.62976,12.34374,59.09799,1.76185,1
Station2,27-03-2022,20:20:00,21.7088,5.5888,0.1042496,28.83188,7.5088,19.992,0.6958,1
Station3,08-04-2022,23:40:00,44.3408,4.51928,0.282982,30.38739484,6.248112,69.393975,0.6552448,0
Station2,17-08-2022,16:40:00,39.1808,7.1488,0.04118,25.2552,10.3075,31.3453,0.25703,1
Station3,01-06-2022,21:40:00,132.27215,5.82727,0.080381,43.07659,3.65531,38.83894,3.055841,0
station1,02-10-2022,14:00:00,7.0911,8.4379,0.02208,21.1404,16.5503,32.9694,0.60695,2
Station2,27-06-2022,18:20:00,13.7169,6.5915,0.0338,26.9041,10.3803,24.7503,0.25637,1
station1,19-08-2022,15:00:00,18.331,8.7486,0.03737,25.4855,5.1842,19.2887,0.34453,0
station1,06-12-2022,20:20:00,27.6885,8.838,0.02773,29.2102,17.7001,33.5145,0.98011,2
Station3,15-11-2022,16:00:00,77.57942,6.42241,0.147672,31.85261,5.22084,47.53857,2.998402,0
station1,08-07-2022,19:20:00,15.2116,5.9124,0.02453,19.6749,19.215,15.2957,0.5677,2
Station3,27-10-2022,20:40:00,119.67733,7.01913,0.138556,22.72914,8.71249,36.56907,2.170904,1
Station2,23-02-2022,23:40:00,116.586,8.9056,0.0139664,23.21528,1.91862,24.3162,1.23008,0
Station3,24-10-2022,11:00:00,16.98868,6.12811,0.088562,45.28847,20.90997,45.61968,0.929155,2
Station3,19-05-2022,05:00:00,36.92144,7.41789,0.5579658,31.26707584,5.369392654,69.19722,0.55167,0
station1,15-12-2022,18:20:00,22.9907,6.7581,0.02416,18.9508,8.6483,25.7455,0.98628,1
Station3,13-02-2022,01:40:00,81.52758,6.5996,0.051184224,22.955449,3.11160448,22.081572,0.7765376,0
Station3,17-07-2022,23:00:00,64.95142,5.20571,0.103987,31.45317,15.17254,55.60952,1.461108,2
station1,26-08-2022,08:40:00,12.423,7.2184,0.03128,22.0175,14.0739,20.9209,0.39595,2
station1,29-06-2022,07:40:00,34.756,6.4368,0.01738,19.3081,7.2653,33.4285,0.44252,1
station1,15-06-2022,00:00:00,24.7429,7.1054,0.03185,28.3863,17.6735,15.597,0.35104,2
station1,05-12-2022,11:40:00,25.8232,7.1554,0.01874,28.6723,12.6052,26.2055,0.73645,1
station1,25-03-2022,22:40:00,30.4,6,0.05,26.87,7.3,32.4,0.63,1
Station2,06-08-2022,05:40:00,7.3923,8.755,0.03239,30.007,17.2553,21.6834,0.52659,2
station1,01-10-2022,10:40:00,13.1664,8.5064,0.03853,21.2475,8.2385,32.3351,0.26748,1
Station3,17-09-2022,05:20:00,135.50627,6.63346,0.08281,35.26411,12.45718,60.28727,2.438731,1
Station2,22-05-2022,01:40:00,26.5176,6.012,0.454028,31.4732,4.425513107,26.6376,0.6958,0
station1,11-03-2022,23:20:00,16.1,5.6,0.015,26.31,6.9,40,0.63,0
Station2,05-03-2022,18:00:00,22.3232,5.1896,0.0471128,28.66996,6.8172,29.274,0.6958,0
Station2,04-09-2022,20:20:00,34.5808,7.121,0.02611,18.5117,13.8607,34.9638,0.99982,2
station1,29-05-2022,07:00:00,33.4,5.9,0.032,32.75,4.97293351,32.9,0.7,0
Station2,22-06-2022,13:40:00,9.7988,5.9573,0.03832,20.1799,12.6602,36.1887,0.47171,1
station1,26-10-2022,10:20:00,38.4583,5.7996,0.0273,27.5432,19.7128,18.0282,0.73013,2
station1,14-11-2022,16:00:00,29.9931,7.9699,0.01524,20.5317,12.5182,34.5391,0.9694,1
Station3,05-11-2022,02:00:00,31.00157,6.25201,0.121144,17.68834,11.80762,38.23499,0.592325,1
Station2,04-08-2022,07:40:00,13.6537,6.8865,0.04308,30.1966,9.6925,37.1451,0.94714,1
Station3,19-08-2022,10:40:00,35.88485,4.74307,0.070694,22.16735,21.64455,33.996,3.119781,2
station1,22-07-2022,08:20:00,15.1358,7.6108,0.03092,30.7224,15.8708,19.9436,0.33044,2
station1,04-10-2022,11:00:00,21.1318,7.7967,0.03731,21.3606,16.5289,26.391,0.69384,2
Station2,20-12-2022,05:20:00,29.9045,7.5836,0.02047,21.3845,7.8538,29.4924,0.33827,1
station1,28-05-2022,09:40:00,26.2,6.6,0.275,34.3,5.907548,22.5,0.5,0
Station3,02-05-2022,00:40:00,31.464504,5.81557,0.634723,32.46143824,3.978040105,30.69378,0.662004,0
Station3,16-07-2022,15:20:00,139.12434,5.45375,0.057211,17.35851,4.63684,40.32283,2.48521,0
station1,23-10-2022,08:00:00,5.9528,8.911,0.02883,18.805,5.3773,16.6806,0.32544,0
station1,03-06-2022,04:00:00,14.5937,6.9339,0.02053,24.9625,19.1378,16.278,0.23589,2
station1,10-06-2022,10:20:00,9.9011,8.6889,0.03005,27.8685,12.1458,34.4528,0.81418,1
Station2,15-12-2022,05:20:00,27.3705,5.8865,0.03323,22.5316,11.4605,29.7247,0.97002,1
station1,04-04-2022,22:20:00,11.2,5,0.11,28.58,7.6,43.3,0.74,1
station1,29-07-2022,20:00:00,17.4563,8.8697,0.03084,23.4147,6.2855,23.1475,0.61587,0
station1,10-06-2022,08:20:00,10.9377,8.1455,0.03227,30.2921,16.7955,24.9267,0.92788,2
station1,16-07-2022,05:00:00,20.2928,7.261,0.04326,20.2773,9.6959,20.7022,0.59,1
station1,18-02-2022,00:00:00,34.3,6.7,0.05,22.84,4.2,25.2,0.9,0
Station3,11-04-2022,04:40:00,11.750312,7.29255,0.141491,28.88770192,6.156228,64.9796,0.6806912,0
station1,30-05-2022,11:20:00,25.6,6.5,0.135,34.26,5.309240136,36.3,0.3,0
Station3,18-03-2022,19:40:00,33.637376,5.79584,0.11788224,28.8249984,6.900192,31.18752,0.6859594,0
station1,28-10-2022,03:40:00,4.4496,8.2516,0.02886,20.7148,7.7575,21.4418,0.52059,1
Station2,08-04-2022,23:20:00,41.44,5.7884,0.16646,28.91284,6.7184,39.6537,0.63616,0
Station2,04-05-2022,23:40:00,34.4424,6.7134,0.49882,31.15948,4.991073845,28.3529,0.3976,0
Station2,08-03-2022,01:00:00,3.584,5.489,0.030072,26.69656,9.6824,28.356,0.61628,1
Station2,20-09-2022,18:00:00,35.0323,7.5459,0.02755,21.4542,5.968,27.7297,0.37678,0
Station2,17-08-2022,10:20:00,9.0401,6.4746,0.02303,26.5616,17.645,21.4156,0.50251,2
Station3,21-11-2022,23:00:00,98.9027,5.20376,0.112317,14.69045,12.52996,48.95266,1.593789,1
station1,15-04-2022,18:00:00,31.9,5.8,0.119,30.36,7.9,37.9,0.73,1
Station3,10-05-2022,04:40:00,35.975544,6.52048,0.9565128,31.48182224,4.902264389,67.01778,0.662004,0
Station3,08-02-2022,23:00:00,21.53118,5.08281,0.07413536,23.96163,7.8602076,30.558384,0.6334912,1
station1,19-07-2022,13:40:00,13.066,8.3183,0.03851,25.92,11.2957,39.4242,0.44801,1
Station2,03-07-2022,03:20:00,30.0262,5.7489,0.02043,26.0489,9.5115,17.8847,0.74877,1
station1,29-08-2022,07:00:00,35.9267,8.4402,0.02727,29.5529,13.1836,31.5032,0.928,2
Station3,04-03-2022,14:40:00,29.364224,6.90213,0.05653536,30.382517,7.0825768,25.07364,0.7473886,0
Station2,08-08-2022,11:00:00,8.7702,5.573,0.02435,23.163,13.6327,25.7284,0.59973,2
station1,29-04-2022,11:40:00,21.7,6.3,0.152,31.95,5.626787274,33.2,0.4,0
station1,25-11-2022,12:20:00,5.5848,8.5844,0.0152,20.1505,17.1026,28.7564,0.25327,2
station1,18-12-2022,18:20:00,23.1316,6.3028,0.01547,30.9085,11.283,24.8675,0.38758,1
Station2,09-03-2022,04:00:00,13.5168,5.8882,0.0180432,24.8446,6.3232,37.74,0.70574,0
station1,08-12-2022,15:40:00,30.0972,7.0574,0.02408,23.8045,5.6045,39.8637,0.9847,0
station1,11-10-2022,14:00:00,4.4439,7.8539,0.02492,18.2334,8.6931,28.9921,0.95879,1
Station3,16-07-2022,05:20:00,21.57543,5.13014,0.064641,15.3585,3.64559,40.82557,3.23071,0
station1,15-09-2022,09:20:00,12.9389,7.094,0.02133,25.5599,9.4469,34.8635,0.70668,1
Station3,16-12-2022,05:40:00,113.43298,6.52647,0.129327,39.04591,24.44693,34.38436,0.968726,2
station1,20-11-2022,06:00:00,24.7829,8.6401,0.0254,26.0608,17.9687,31.1855,0.62452,2
Station2,26-02-2022,21:40:00,92.718,9.0068,0.0139664,23.94392,2.72646,32.832,3.224,0
Station2,15-03-2022,10:00:00,30.3104,5.489,0.0691656,28.09312,7.7064,28.356,0.66598,1
Station2,09-10-2022,12:00:00,11.7315,8.2086,0.03925,29.3904,13.0469,20.7875,0.56244,2
Station3,14-01-2023,12:40:00,137.64006,4.62393,0.064348,20.34128,8.40696,55.18887,2.522769,1
Station3,26-05-2022,13:40:00,37.62248,4.97448,0.9800579,39.0856485,4.913551611,39.41154,0.331002,0
Station2,05-02-2022,05:40:00,14.28,5.05,0.01506,21.41392,10.29808,32.2164,0.72416,1
station1,24-08-2022,10:40:00,25.2717,7.7338,0.02419,28.2669,11.2831,37.2192,0.37433,1
station1,19-10-2022,12:40:00,6.6859,7.0414,0.04158,24.0842,8.6167,29.512,0.59285,1
Station3,22-11-2022,10:40:00,52.36186,7.30081,0.067577,23.04889,16.65808,52.87459,2.267928,2
Station2,29-08-2022,18:00:00,13.7097,6.5276,0.04194,18.8615,15.2486,35.9529,0.32766,2
Station3,14-04-2022,12:00:00,17.625468,4.75068,0.1673735,33.14214992,7.718256,36.0213,0.638148,1
Station3,25-03-2022,11:00:00,13.696,5.74052,0.0596428,31.2445386,7.66688,33.35604,0.7064358,1
Station2,22-08-2022,14:40:00,34.7476,6.9482,0.02648,27.7726,6.4572,20.8777,0.68706,0
station1,11-09-2022,19:00:00,17.3392,6.6459,0.02752,26.111,19.5679,25.0067,0.20826,2
station1,18-03-2022,15:40:00,10.1,5.5,0.117,29.35,7.7,20.4,0.64,1
station1,06-08-2022,12:40:00,38.6867,8.14,0.01847,24.8064,7.7828,20.1459,0.85373,1
Station3,13-04-2022,03:40:00,9.42242,6.51188,0.2605505,29.24933,6.615648,38.316775,0.7657776,0
Station2,24-03-2022,10:00:00,5.7344,5.5888,0.0441056,29.02416,7.904,21.522,0.6461,1
Station3,04-09-2022,14:40:00,44.83709,4.97021,0.098996,32.34881,16.29006,59.69756,1.503286,2
Station3,13-10-2022,13:00:00,63.86938,6.7599,0.048203,36.76321,15.06004,24.45166,2.520796,2
Station2,25-02-2022,22:00:00,136.17,7.7924,0.039904,23.77188,1.31274,28.1124,2.728,0
Station2,28-07-2022,12:40:00,5.6338,6.5966,0.04353,18.5418,10.8513,27.4889,0.97856,1
station1,28-11-2022,10:40:00,37.3466,8.2937,0.03491,24.3123,6.9223,31.7663,0.38785,0
station1,26-10-2022,03:20:00,26.3118,6.5475,0.0167,18.9347,17.2823,31.0115,0.94366,2
Station3,26-08-2022,14:40:00,37.89,5.44429,0.149913,17.77894,13.13174,39.23001,2.341684,2
Station2,01-12-2022,23:00:00,20.7239,6.9848,0.02937,22.9398,14.662,24.1633,0.79722,2
Station2,21-03-2022,21:20:00,5.632,5.5888,0.0611464,25.806,7.7064,38.964,0.68586,1
Station3,25-10-2022,12:00:00,58.22277,6.67789,0.051213,20.31294,19.28176,27.34813,2.060807,2
station1,22-07-2022,00:20:00,33.7594,6.5152,0.03462,23.4186,14.9259,18.0121,0.36118,2
station1,14-08-2022,01:20:00,36.9142,7.6964,0.03875,23.11,10.7395,34.9617,0.70792,1
Station2,31-12-2022,15:20:00,37.2505,6.0325,0.03486,30.7768,12.7497,27.5406,0.90656,1
Station3,20-06-2022,17:40:00,78.51249,6.76743,0.105573,14.83263,7.02349,57.45331,2.728225,0
Station3,10-03-2022,20:40:00,4.163584,7.36804,0.08059296,28.6888338,8.721076,24.67584,0.6859594,1
station1,30-03-2022,05:40:00,33.3,5.7,0.07,25.34,7.8,28.1,0.67,1
station1,08-05-2022,10:20:00,30.3,6.3,0.472,32.61,4.038479883,37.9,0.5,0
Station2,29-03-2022,00:20:00,22.7328,4.99,0.0912184,27.8806,7.2124,12.24,0.5964,0
Station3,07-04-2022,10:40:00,15.297576,4.72354,0.293335,31.10961876,7.166952,46.6158,0.6552448,0
Station3,14-01-2023,12:20:00,101.14874,6.80455,0.061763,26.82817,17.57244,28.85898,2.485286,2
station1,18-06-2022,13:20:00,38.1908,5.6652,0.01585,27.0081,12.4145,34.7333,0.30729,1
Station3,10-05-2022,00:20:00,27.63012,5.43241,0.1712276,33.46822644,5.143484397,43.5888,0.772338,0
